brand,category-1,category-2,category-3,co2_total,colour,fabric_type,ftp_acrylic,ftp_cotton,ftp_elastane,ftp_linen,ftp_other,ftp_polyamide,ftp_polyester,ftp_polypropylene,ftp_silk,ftp_viscose,ftp_wool,gender,label,made_in,season,size,unspsc_code,weight
b89,menswear,accessory,backpack,21.07,wheat,K,3.0,,2.0,1.0,,85.0,,2.0,,1.0,3.0,M,,CN,,XL,,
b142,clothing,headgear,hat,3.11,unbleached,K,6.0,55.0,,3.0,2.0,8.0,7.0,,,7.0,8.0,G,,CN,,L,,0.102
b66,kidswear,dress,wedding-dress,56.35,gold,K,5.0,,2.0,,6.0,,,,84.0,,,B,,CN,,XXL,,2.15
b125,womenswear,undergarments,briefs,2.44,turquoise,K,,26.0,,,4.0,1.0,44.0,,23.0,,,W,,CN,,L,,0.099
b103,kidswear,suit,coats,15.92,violet,W,,,,,,,,,100.0,,,Y,,DE,MID,XS,,0.35600000000000004
b76,clothing,uniform,gloves,2.75,light grey,W,3.0,7.0,2.0,,2.0,7.0,58.0,8.0,7.0,,3.0,G,,CN,SUM,M,,0.114
b23,home,home,mat,35.42,aquamarine,K,,,,94.0,,,2.0,2.0,,,,,,CN,,XL,,
b131,clothing,undergarments,briefs,5.58,golden,K,21.0,19.0,,4.0,,,19.0,,,,34.0,B,,TR,,XL,,
b131,womenswear,undergarments,briefs,1.71,black,K,2.0,3.0,1.0,83.0,,,2.0,,,3.0,2.0,W,,CN,,XL,,
b86,home,home,sheets,62.94,indigo,W,,,,,,,,,,,99.0,,,CN,,M,,1.167
b89,kidswear,swimwear,swimsuit,2.2,light brown,K,,,,7.0,,4.0,78.0,,,9.0,,K,,CN,,S,,0.098
b103,kidswear,dress,evening-dress,5.22,peach,K,,,3.0,,4.0,69.0,,5.0,11.0,5.0,,G,,CN,,XXL,,0.21100000000000002
b67,womenswear,accessory,backpack,14.39,wheat,W,2.0,,2.0,,,1.0,88.0,2.0,,,2.0,W,,CN,,S,,0.629
b64,home,home,towel,13.89,aquamarine,K,,80.0,,2.0,,7.0,,4.0,,,4.0,,,CN,,L,,
b142,menswear,suit,gloves,31.4,orange,W,13.0,,,,,,4.0,17.0,,12.0,53.0,M,,HK,WIN,XL,,
b86,clothing,footwear,socks,1.0,mosaic,K,,,,,,,,,98.0,,,B,,KR,,M,,0.023
b89,home,home,curtain,21.43,turquoise,W,,9.0,1.0,3.0,,,,1.0,,2.0,81.0,,,VN,,XXL,,
b16,menswear,footwear,socks,1.4,blue gray,K,2.0,61.0,5.0,,,,9.0,5.0,3.0,4.0,7.0,M,,TW,,S,,0.028999999999999998
b95,womenswear,women-undergarments,bra,1.44,unbleached,K,1.0,1.0,1.0,,1.0,,1.0,1.0,91.0,,,W,,CN,,XS,,0.054000000000000006
b86,womenswear,suit,tie,1.27,dark green,K,,,14.0,,,15.0,35.0,13.0,,15.0,6.0,W,,TR,,M,,
b16,menswear,sportswear,coats,35.43,blue,K,,,9.0,56.0,,6.0,5.0,,,22.0,,M,,CN,AYR,S,,
b89,kidswear,swimwear,swimsuit,0.92,navy,K,,,11.0,41.0,44.0,,2.0,,,,,G,,CN,,XS,,
b125,home,home,sheets,113.26,Ivory,W,,,,,,,,,,,99.0,,,DE,,XXL,,1.3019999999999998
b67,womenswear,beachwear,swimsuit,3.07,neon,K,,,,,,95.0,1.0,1.0,,,,W,,CN,,XL,,0.121
b124,clothing,suit,coats,38.38,bondi blue,K,4.0,,,,,68.0,,4.0,9.0,13.0,,K,,HK,AYR,S,,0.871
b95,womenswear,suit,tie,0.51,teal,K,,,,,,35.0,40.0,,24.0,,,W,,CN,,XXL,,
b95,home,home,sheets,25.43,orange,K,,,10.0,,11.0,11.0,51.0,,3.0,,12.0,,,CN,,XS,,1.035
b23,menswear,undergarments,underpants,1.46,neon,K,,,1.0,,1.0,2.0,84.0,1.0,,5.0,3.0,M,,US,,XXL,,
b112,womenswear,footwear,socks,0.55,gray,K,4.0,9.0,,3.0,8.0,,12.0,2.0,51.0,,8.0,W,,CN,,XL,,0.021
b17,clothing,outerwear,trousers,43.94,black,K,,7.0,5.0,3.0,7.0,47.0,3.0,5.0,,9.0,8.0,W,,HK,SUM,XL,,
b95,clothing,thermals,trousers,11.07,blue gray,K,9.0,,6.0,54.0,,4.0,5.0,,13.0,6.0,,K,,CN,WIN,XS,,
b16,womenswear,nightwear,pyjama,36.01,indigo,K,13.0,44.0,1.0,14.0,4.0,,9.0,,3.0,10.0,,W,,US,,XXL,,
b67,kidswear,beachwear,shorts,3.27,colourful,K,31.0,,,,,,69.0,,,,,K,,CN,SUM,S,,
b64,kidswear,sportswear,gloves,5.75,mosaic,W,,,19.0,5.0,,,63.0,11.0,,,,K,,BD,SUM,XL,,
b103,menswear,outerwear,trousers,15.94,turquoise,K,4.0,1.0,3.0,79.0,,5.0,,1.0,,3.0,1.0,M,,CN,SUM,S,,
b125,clothing,outerwear,trousers,38.55,navy,W,16.0,,15.0,,5.0,,39.0,9.0,1.0,4.0,7.0,M,,HK,AYR,XS,,0.88
b86,womenswear,home,sheets,11.51,brown,W,,,21.0,8.0,13.0,,,,44.0,12.0,,W,,CN,,XS,,
b17,home,home,pillow,2.04,neon,W,,93.0,,,,1.0,1.0,,1.0,,,,,CN,,S,,0.07
b17,kidswear,headgear,cap,5.79,wheat,K,6.0,83.0,,,1.0,,5.0,,,4.0,,K,,PK,,L,,
b86,menswear,headgear,hat,3.07,bondi blue,K,1.0,,2.0,4.0,,2.0,2.0,,82.0,,4.0,M,,CN,,M,,0.11199999999999999
b23,womenswear,costume,costume,5.99,silver,K,,,14.0,86.0,,,,,,,,W,,CN,,XL,,0.373
b67,kidswear,outerwear,trousers,22.44,green,W,3.0,3.0,1.0,1.0,,79.0,,3.0,,4.0,3.0,K,,CN,SUM,XL,,0.8320000000000001
b142,womenswear,thermals,trousers,13.33,metal,K,9.0,10.0,,1.0,,,38.0,28.0,9.0,2.0,,W,,PK,SUM,XXL,,
b86,home,home,curtain,40.4,red,W,,,,,,,,,95.0,,,,,VN,,S,,
b86,kidswear,swimwear,swimsuit,3.53,gold,K,,,8.0,67.0,,6.0,8.0,,,8.0,,G,,US,,L,,0.12300000000000001
b66,home,home,curtain,22.27,turquoise,K,,21.0,,,,,32.0,20.0,13.0,13.0,,,,IN,,S,,
b16,kidswear,nightwear,pyjama,6.92,purple,K,,1.0,1.0,,,93.0,,1.0,,,,G,,VN,,L,,
b112,kidswear,nightwear,pyjama,13.22,blue,K,9.0,3.0,,66.0,4.0,,9.0,2.0,,5.0,,K,,DE,,L,,0.44
b89,womenswear,costume,costume,27.18,neon,K,17.0,15.0,,40.0,2.0,1.0,17.0,,4.0,,,W,,PK,,XXL,,
b64,womenswear,sportswear,top,1.74,dark grey,K,9.0,,,48.0,14.0,,15.0,,,12.0,,W,,CN,,M,,
b95,clothing,costume,jacket,30.18,orange,K,2.0,71.0,6.0,,3.0,,,7.0,,2.0,5.0,W,,CN,,S,,
b66,clothing,footwear,socks,1.12,metal,K,,,,1.0,,4.0,6.0,7.0,2.0,5.0,71.0,U,,DE,,XS,,
b142,clothing,thermals,trousers,8.57,mustard,W,,3.0,9.0,54.0,4.0,7.0,,,6.0,2.0,11.0,U,,CN,SUM,S,,
b76,menswear,headgear,scarf,12.69,light grey,K,,,,,,36.0,,,5.0,18.0,39.0,M,,VN,WIN,XS,,
b66,kidswear,clothing,gloves,7.19,lime,W,,54.0,2.0,,,,18.0,,,5.0,18.0,K,,CN,WIN,M,,0.221
b101,baby,outerwear,coats,41.26,red,K,,,9.0,6.0,,50.0,12.0,,,10.0,9.0,,,DE,SUM,M,,
b103,clothing,clothing,hoodie,6.78,golden,K,1.0,,,,4.0,4.0,1.0,,87.0,,,U,,CN,,M,,
b124,home,home,pillow,9.09,blue gray,W,2.0,,15.0,,,5.0,10.0,15.0,37.0,12.0,,,,TR,,XXL,,
b67,baby,footwear,socks,1.22,light grey,K,10.0,16.0,5.0,37.0,,20.0,8.0,,,2.0,,,,PK,,L,,
b23,womenswear,women-sportswear,sport-bra,1.31,grey,K,7.0,,2.0,54.0,13.0,9.0,1.0,11.0,,,,W,,US,,XL,,0.049
b76,menswear,nightwear,pyjama,16.45,purple,K,,52.0,1.0,9.0,,14.0,6.0,12.0,,1.0,1.0,M,,CN,,XS,,
b124,clothing,headgear,flat-cap,4.33,red,K,5.0,,13.0,,,,,12.0,56.0,11.0,,U,,TR,,XXL,,
b66,home,home,sheets,37.45,gold,K,,,23.0,33.0,,26.0,,,13.0,2.0,,,,TW,,XS,,
b103,clothing,thermals,trousers,16.41,brown,W,,7.0,11.0,7.0,,24.0,,,17.0,,31.0,K,,DE,SUM,L,,0.3
b101,baby,outerwear,jacket,25.21,turquoise,K,,2.0,1.0,2.0,3.0,2.0,,,85.0,3.0,,,,CN,,M,,0.956
b17,baby,outerwear,pants,0.85,light brown,W,,,14.0,,2.0,9.0,34.0,,14.0,14.0,10.0,,,BD,,M,,
b103,womenswear,sportswear,pants,1.2,red,W,1.0,,,1.0,,,97.0,,,,,W,,DE,,XXL,,
b101,home,home,mat,42.91,wheat,W,24.0,71.0,,2.0,,,1.0,,,,,,,CN,,M,,1.305
b23,home,home,mat,116.93,green,W,,,,,,,,,,,100.0,,,CN,,XS,,
b89,kidswear,costume,coats,46.63,mosaic,K,,,7.0,,,,3.0,,,5.0,83.0,K,,DE,AYR,XXL,,
b76,womenswear,footwear,socks,0.68,blue gray,K,4.0,2.0,5.0,,,78.0,5.0,1.0,,,2.0,W,,CN,,M,,
b142,clothing,clothing,snow-suit,116.64,maroon,K,,1.0,,92.0,,2.0,,,1.0,2.0,,K,,IT,WIN,XXL,,
b64,menswear,men-undergarments,boxer-brief,4.45,red,K,,18.0,,,,,56.0,14.0,,4.0,7.0,M,,DE,,XS,,
b64,womenswear,headgear,hat,3.66,natural,K,,8.0,,3.0,,11.0,6.0,6.0,51.0,10.0,2.0,W,,VN,,M,,
b95,kidswear,thermals,trousers,40.07,indigo,K,9.0,4.0,,13.0,,,,21.0,39.0,,11.0,G,,ES,AYR,XS,,
b76,womenswear,thermals,pants,0.56,golden,K,,,,,,99.0,,,,,,W,,CN,,M,,
b16,womenswear,hosiery,tights,7.81,unbleached,K,,,,,,97.0,,,,,,W,,CN,,M,,
b101,womenswear,dress,fancy-dress,8.65,light grey,K,7.0,2.0,,,,72.0,,,10.0,6.0,1.0,W,,CN,,M,,0.31
b103,kidswear,suit,gloves,2.14,light grey,K,1.0,,,,6.0,,53.0,16.0,11.0,4.0,6.0,Y,,PK,SUM,XS,,
b64,kidswear,thermals,skirts,14.28,neon,K,,,,,,10.0,8.0,,7.0,,73.0,G,,CN,,XXL,,
b124,clothing,undergarments,brief,1.2,brown,K,,,,98.0,,,,,,,,K,,CN,,XL,,0.085
b67,kidswear,accessory,backpack,10.94,brown,W,,1.0,3.0,91.0,1.0,,,,1.0,,,Y,,TR,,XL,,
b76,kidswear,accessory,backpack,46.02,blue,W,2.0,44.0,11.0,9.0,,,,,3.0,27.0,1.0,B,,DE,,L,,
b124,baby,outerwear,gloves,6.98,navy,K,,1.0,7.0,,5.0,,4.0,,68.0,7.0,5.0,,,TW,AYR,XXL,,0.16
b101,womenswear,women-beachwear,bikin,1.7,blue gray,K,,,,66.0,5.0,5.0,1.0,8.0,,13.0,,W,,CN,SUM,XS,,
b142,home,home,pillow,4.13,white,K,,6.0,,,5.0,67.0,,,12.0,7.0,,,,DE,,S,,0.10099999999999999
b64,kidswear,footwear,socks,0.99,pink,K,,,7.0,18.0,,,13.0,,,,61.0,G,,CN,,XXL,,
b67,menswear,suit,jacket,22.31,white,W,10.0,,2.0,49.0,6.0,2.0,9.0,,12.0,,6.0,M,,TR,,XL,,
b67,clothing,nightwear,pyjama,19.58,bondi blue,K,14.0,7.0,1.0,,11.0,,,8.0,,12.0,43.0,M,,CN,,XL,,0.515
b101,kidswear,uniform,costume,42.0,lime,W,,6.0,,3.0,,,,,8.0,4.0,76.0,G,,KR,,XL,,
b67,womenswear,footwear,socks,1.29,purple,K,1.0,95.0,,,,,,,,1.0,,W,,HK,,XS,,0.027000000000000003
b16,kidswear,clothing,top,2.45,teal,K,1.0,95.0,,1.0,,1.0,,,,,1.0,K,,CN,,L,,
b16,menswear,nightwear,pyjama,3.58,bondi blue,K,5.0,81.0,,7.0,,,5.0,,,,,M,,CN,,XS,,
b64,menswear,clothing,trousers,20.15,wheat,K,,,4.0,8.0,,,,,11.0,3.0,73.0,M,,KR,MID,M,,0.271
b86,baby,baby,body,0.37,black,K,,1.0,2.0,5.0,3.0,4.0,76.0,,,,5.0,,,CN,,XS,,0.016
b125,baby,baby,body,0.77,dark grey,K,2.0,2.0,1.0,2.0,1.0,2.0,,,87.0,,,,,CN,,XXL,,0.028999999999999998
b23,kidswear,beachwear,swimsuit,4.76,aquamarine,K,,,,9.0,10.0,55.0,6.0,7.0,,10.0,,B,,DE,,XXL,,
b17,womenswear,costume,dress,9.17,teal,K,,60.0,8.0,6.0,,,,2.0,2.0,,18.0,W,,CN,,L,,
b16,womenswear,outerwear,trousers,25.52,bondi blue,K,,13.0,14.0,,,,71.0,,,,,W,,TR,SUM,L,,
b66,kidswear,clothing,knitwear,8.42,unbleached,K,5.0,2.0,,,1.0,71.0,13.0,,4.0,,,K,,CN,MID,S,,0.33
b86,baby,thermals,skirts,6.29,silver,K,17.0,3.0,,22.0,,4.0,2.0,3.0,41.0,,4.0,,,CN,,L,,0.231
b103,clothing,clothing,snow-suit,73.7,blue,K,,4.0,10.0,53.0,,6.0,12.0,,4.0,,8.0,M,,BD,WIN,L,,
b101,womenswear,clothing,overalls,43.29,navy,K,,,,,,,,,,,97.0,W,,CN,WIN,M,,
b67,baby,outerwear,trousers,25.48,dark green,K,,4.0,4.0,,,1.0,88.0,1.0,,,,,,VN,SUM,S,,
b64,baby,baby,body,0.67,turquoise,K,9.0,75.0,9.0,,,1.0,,,4.0,,,,,CN,,XXL,,0.022000000000000002
b89,menswear,men-undergarments,boxer-brief,3.23,teal,K,,1.0,,,,1.0,96.0,,,,,M,,GB,,M,,
b95,menswear,headgear,flat-cap,5.78,peach,K,10.0,65.0,,9.0,3.0,,,,2.0,,8.0,M,,IT,,XL,,0.11699999999999999
b125,menswear,footwear,socks,1.11,lime,K,,,,,,,97.0,,,,,M,,KR,,S,,0.032
b112,kidswear,accessory,backpack,49.87,dark green,W,,73.0,,,,6.0,4.0,7.0,7.0,,,B,,TW,,XL,,
b131,menswear,men-undergarments,boxer-brief,5.38,dark green,K,1.0,81.0,4.0,7.0,,,3.0,,,,,M,,US,,XL,,
b142,clothing,suit,gloves,4.49,purple,W,16.0,,,18.0,14.0,,3.0,3.0,32.0,10.0,,Y,,IN,AYR,XL,,
b17,womenswear,clothing,gloves,14.16,purple,K,2.0,84.0,,,,,,,9.0,3.0,,W,,IN,WIN,XXL,,0.29100000000000004
b86,clothing,costume,dress,14.15,unknown,K,5.0,12.0,,8.0,,,,14.0,52.0,,7.0,G,,BR,,XXL,,0.312
b23,womenswear,swimwear,swimsuit,3.01,amber,K,15.0,,15.0,,,,66.0,1.0,,,,W,,CN,,XL,,
b66,clothing,headgear,hat,2.83,wheat,K,14.0,1.0,,,11.0,49.0,10.0,,,13.0,,U,,CN,,XL,,
b17,womenswear,clothing,overalls,12.15,white,K,,7.0,8.0,5.0,,,1.0,7.0,,6.0,62.0,W,,CN,SUM,S,,0.28600000000000003
b131,kidswear,suit,tie,0.78,peach,K,1.0,1.0,2.0,4.0,1.0,86.0,,,2.0,,,B,,KR,,XS,,
b142,womenswear,dress,evening-dress,12.62,gray,K,,9.0,,,7.0,46.0,,14.0,7.0,4.0,10.0,W,,US,,L,,0.294
b101,baby,outerwear,pants,2.23,red,K,,2.0,2.0,1.0,,3.0,,,3.0,,87.0,,,DE,,M,,
b64,womenswear,women-undergarments,bra,1.22,grey,K,,,,1.0,,,97.0,,,1.0,,W,,CN,,XS,,0.055
b112,home,home,towel,9.34,red,W,10.0,,,4.0,10.0,48.0,18.0,7.0,,,,,,CN,,S,,0.401
b112,clothing,clothing,skirts,11.92,maroon,K,,,,32.0,,,,,13.0,,54.0,U,,CN,,L,,
b76,home,home,sheets,41.08,unknown,K,16.0,,12.0,2.0,12.0,,,,5.0,6.0,43.0,,,CN,,L,,
b101,womenswear,headgear,scarf,4.49,gray,K,13.0,,,,,,4.0,2.0,53.0,16.0,8.0,W,,HK,MID,XS,,
b64,womenswear,headgear,scarf,3.84,colourful,K,,,,,,,,,98.0,,,W,,ES,MID,XS,,0.08800000000000001
b131,baby,nightwear,pyjama,16.56,golden,K,,,,,,,,,,,97.0,,,KR,,L,,
b64,kidswear,swimwear,swimsuit,2.53,amber,K,,,11.0,11.0,,44.0,16.0,,,17.0,,K,,CN,,S,,0.1
b16,home,home,mat,118.25,white,W,,35.0,1.0,,,,,12.0,26.0,,24.0,,,DE,,XXL,,
b103,womenswear,suit,gloves,5.5,light grey,K,,93.0,1.0,,1.0,,,,1.0,,2.0,W,,TR,SUM,S,,0.113
b95,kidswear,outerwear,gloves,5.75,golden,W,,,,,,11.0,5.0,,16.0,36.0,31.0,B,,CN,AYR,XL,,
b23,baby,thermals,knitwear,55.57,colourful,K,8.0,,5.0,1.0,,7.0,,5.0,62.0,,9.0,,,US,WIN,XS,,1.15
b131,home,home,sheets,55.7,colourful,K,,,,,2.0,,,,94.0,2.0,,,,DE,,XL,,
b131,kidswear,undergarments,brief,3.41,unbleached,K,6.0,1.0,,9.0,,9.0,7.0,8.0,4.0,4.0,47.0,G,,CN,,XL,,
b125,baby,baby,body,0.78,mustard,K,3.0,21.0,,,,7.0,32.0,9.0,,,24.0,,,CN,,XL,,
b125,home,home,curtain,44.79,neon,K,,,1.0,,5.0,2.0,,,90.0,,,,,TR,,L,,1.072
b67,clothing,sportswear,gloves,3.4,red,K,3.0,,,62.0,25.0,7.0,,,,1.0,,G,,BD,SUM,XXL,,0.161
b112,baby,footwear,socks,0.54,Ivory,K,,7.0,5.0,9.0,13.0,37.0,,,12.0,15.0,,,,CN,,XS,,
b89,kidswear,clothing,gloves,6.26,violet,K,4.0,,2.0,1.0,,,88.0,1.0,,1.0,,B,,ES,MID,XXL,,
b101,womenswear,accessory,backpack,51.56,silver,W,11.0,,,,8.0,,45.0,10.0,,5.0,18.0,W,,US,,XS,,
b142,baby,baby,body,0.82,indigo,K,1.0,,,,,96.0,,,,,1.0,,,HK,,M,,0.019
b16,baby,nightwear,pyjama,18.81,peach,K,3.0,13.0,13.0,8.0,,32.0,8.0,,2.0,10.0,8.0,,,CN,,XXL,,
b16,clothing,headgear,knit-cap,7.53,grey,K,4.0,15.0,13.0,4.0,,,,14.0,35.0,,13.0,G,,TW,,XXL,,0.156
b124,baby,thermals,knitwear,23.0,wheat,K,,,,,,100.0,,,,,,,,CN,AYR,XS,,
b112,home,home,sheets,15.94,mosaic,K,,,,95.0,3.0,,,,,,,,,CN,,S,,
b101,menswear,suit,jacket,8.71,colourful,W,,10.0,4.0,8.0,,61.0,7.0,,,,8.0,M,,CN,,L,,
b131,menswear,uniform,jacket,12.34,light brown,W,,,11.0,9.0,4.0,54.0,9.0,,,10.0,,M,,US,,L,,0.321
b16,menswear,suit,pants,0.71,neon,K,,68.0,10.0,,,,,,12.0,8.0,,M,,CN,,L,,0.024
b124,baby,outerwear,coats,64.76,green,K,,10.0,,,,7.0,74.0,,8.0,,,,,IN,SUM,S,,1.696
b89,womenswear,home,mat,68.48,mustard,W,,,12.0,,2.0,59.0,25.0,,,,,W,,CN,,S,,
b17,baby,footwear,socks,0.97,lime,K,2.0,1.0,2.0,80.0,,2.0,,3.0,,3.0,3.0,,,US,,XXL,,
b76,womenswear,women-sportswear,sport-bra,2.75,light brown,K,6.0,,29.0,1.0,23.0,,39.0,,,,,W,,PK,,XXL,,
b16,womenswear,clothing,long-sleeved-top,1.66,amber,K,,,,,13.0,22.0,34.0,,,29.0,,W,,US,,S,,0.044000000000000004
b95,home,home,pillow,4.12,gray,W,1.0,7.0,7.0,5.0,,5.0,64.0,,8.0,,,,,CN,,XS,,
b112,menswear,suit,tie,0.36,mosaic,K,,,,,,,,,98.0,,,M,,CN,,S,,0.013000000000000001
b66,clothing,nightwear,pyjama,12.81,Ivory,K,,2.0,2.0,5.0,2.0,1.0,,,79.0,5.0,,M,,CN,,XS,,
b95,baby,baby,body,0.19,indigo,K,3.0,1.0,,83.0,,8.0,,3.0,,,,,,CN,,L,,
b76,clothing,accessory,backpack,28.06,aquamarine,K,,,,,,98.0,,,,,,Y,,US,,XL,,0.6759999999999999
b67,home,home,pillow,1.93,grey,W,3.0,,3.0,88.0,,,,,2.0,2.0,,,,PK,,XL,,0.075
b131,baby,nightwear,pyjama,14.91,turquoise,K,,72.0,,4.0,2.0,4.0,,3.0,4.0,1.0,6.0,,,CN,,XS,,0.513
b112,clothing,headgear,hat,4.57,brown,K,12.0,,,9.0,2.0,,14.0,,,,60.0,G,,CN,,XXL,,
b67,menswear,costume,jacket,14.4,peach,W,,,7.0,6.0,3.0,56.0,,,12.0,13.0,,M,,CN,,XL,,
b125,home,home,mat,18.5,light brown,W,1.0,2.0,,1.0,1.0,80.0,3.0,,4.0,4.0,1.0,,,CN,,L,,
b66,baby,baby,body,0.48,neon,K,,,4.0,8.0,14.0,,36.0,13.0,,23.0,,,,CN,,XXL,,
b64,womenswear,footwear,socks,0.43,blue gray,K,,2.0,2.0,75.0,6.0,,,6.0,,4.0,1.0,W,,CN,,XS,,0.027999999999999997
b86,home,home,curtain,41.96,brown,K,8.0,,1.0,,,1.0,6.0,,8.0,4.0,68.0,,,HK,,XXL,,0.565
b95,home,home,mat,19.22,light grey,K,1.0,,,2.0,,,95.0,,,,,,,CN,,XXL,,
b125,womenswear,outerwear,pants,0.96,golden,K,,,8.0,64.0,,3.0,,5.0,9.0,8.0,,W,,TR,,M,,
b101,clothing,dress,evening-dress,14.16,brown,K,3.0,,3.0,,5.0,,80.0,,1.0,,5.0,U,,ES,,M,,0.379
b23,home,home,sheets,28.86,dark green,K,,5.0,,6.0,,3.0,60.0,,23.0,,,,,CN,,XXL,,
b76,menswear,nightwear,pyjama,7.01,green,K,,12.0,,48.0,,11.0,,11.0,,1.0,13.0,M,,PK,,XS,,
b17,home,home,pillow,1.97,gray,W,,6.0,1.0,2.0,7.0,,68.0,11.0,,1.0,,,,TR,,L,,
b125,kidswear,sportswear,pants,0.38,yellow,W,,,,25.0,,,75.0,,,,,Y,,CN,,L,,0.019
b23,home,home,mat,67.71,green,W,4.0,,2.0,,2.0,,72.0,5.0,,8.0,3.0,,,CN,,XL,,
b89,kidswear,suit,coats,157.65,brown,K,2.0,2.0,4.0,8.0,3.0,,7.0,,8.0,5.0,58.0,B,,KR,SUM,M,,
b89,clothing,clothing,jacket,35.82,golden,W,,50.0,3.0,1.0,7.0,11.0,16.0,,9.0,,,M,,DE,,XXL,,
b142,menswear,nightwear,pyjama,16.43,light grey,K,,3.0,,,3.0,,3.0,3.0,83.0,1.0,,M,,IT,,XS,,
b16,womenswear,undergarments,brief,4.69,green,K,14.0,40.0,4.0,,12.0,7.0,,,12.0,,9.0,W,,DE,,XXL,,
b66,womenswear,costume,costume,34.24,metal,K,,,7.0,,7.0,42.0,8.0,13.0,,2.0,17.0,W,,US,,S,,0.774
b66,kidswear,beachwear,swimsuit,1.89,natural,K,7.0,,,29.0,,63.0,,,,,,Y,,CN,,S,,0.079
b112,menswear,sportswear,T-shirt,5.23,blue,K,,,,,38.0,13.0,31.0,,,17.0,,M,,BD,,XS,,0.19
b125,womenswear,women-sportswear,sport-bra,1.19,yellow,K,10.0,,7.0,,4.0,18.0,38.0,,,21.0,,W,,CN,,XS,,
b89,clothing,thermals,knitwear,42.85,indigo,K,1.0,74.0,,4.0,,,1.0,5.0,8.0,5.0,,W,,PK,MID,M,,
b66,menswear,uniform,costume,7.62,blue,K,,21.0,4.0,,15.0,,,7.0,,19.0,32.0,M,,CN,,XS,,
b23,baby,outerwear,jacket,50.19,amber,K,12.0,5.0,12.0,6.0,,40.0,10.0,3.0,,8.0,,,,HK,,L,,1.157
b95,menswear,accessory,backpack,25.83,pink,W,3.0,,3.0,,4.0,79.0,4.0,4.0,,,,M,,CN,,L,,
b89,menswear,accessory,backpack,16.95,green,W,2.0,,2.0,,,1.0,4.0,,88.0,,,M,,CN,,M,,
b131,menswear,men-undergarments,boxer-brief,5.17,neon,K,1.0,,,1.0,,,,6.0,7.0,,82.0,M,,CN,,XS,,
b103,womenswear,beachwear,swimsuit,3.24,teal,K,,,,2.0,,96.0,,,,,,W,,CN,,S,,0.127
b125,menswear,accessory,backpack,38.37,dark grey,W,1.0,,,,8.0,7.0,54.0,11.0,,7.0,8.0,M,,TR,,XL,,1.011
b95,home,home,sheets,19.68,colourful,W,10.0,4.0,6.0,3.0,,64.0,,10.0,,,,,,BD,,XL,,0.461
b142,menswear,home,towel,6.3,blue gray,K,,1.0,,92.0,,1.0,1.0,,,1.0,1.0,M,,CN,,S,,
b86,womenswear,home,sheets,46.85,blue,K,11.0,10.0,,10.0,7.0,46.0,,,,7.0,7.0,W,,DE,,XXL,,1.045
b125,menswear,sportswear,pants,0.62,mustard,W,,,15.0,3.0,,67.0,13.0,,,,,M,,CN,,XXL,,0.025
b86,menswear,undergarments,briefs,2.99,blue,K,,22.0,3.0,17.0,22.0,,,,34.0,,,M,,US,,L,,
b124,kidswear,dress,fancy-dress,15.76,golden,K,2.0,11.0,,5.0,5.0,56.0,,14.0,,3.0,,B,,CN,,XL,,
b16,womenswear,costume,dress,8.33,gold,K,,,7.0,3.0,,,79.0,,4.0,1.0,3.0,W,,VN,,L,,
b67,kidswear,dress,wedding-dress,62.14,mosaic,K,2.0,1.0,,,,,2.0,,87.0,2.0,3.0,K,,CN,,XL,,2.2119999999999997
b16,baby,nightwear,pyjama,27.54,unbleached,K,21.0,41.0,,,19.0,,,,,18.0,,,,TR,,M,,
b103,kidswear,sportswear,gloves,12.05,mustard,W,,,20.0,,5.0,22.0,47.0,,,4.0,,K,,TR,WIN,S,,0.325
b95,clothing,dress,dress,10.91,natural,K,2.0,,2.0,4.0,,,7.0,,76.0,4.0,1.0,G,,PK,,XL,,0.255
b23,menswear,headgear,scarf,6.6,lime,K,,,,,,98.0,,,,,,M,,CN,WIN,XXL,,0.257
b101,womenswear,costume,costume,22.37,blue gray,W,,,2.0,,1.0,21.0,20.0,17.0,36.0,,,W,,CN,,L,,
b131,home,home,pillow,8.3,silver,K,,,,,2.0,,31.0,9.0,57.0,,,,,TW,,XXL,,0.209
b64,clothing,nightwear,pyjama,7.96,bondi blue,K,1.0,59.0,6.0,3.0,,19.0,,,10.0,,,G,,CN,,S,,
b66,womenswear,undergarments,underpants,1.39,teal,K,17.0,,,,,8.0,37.0,18.0,6.0,,12.0,W,,US,,XXL,,
b125,womenswear,costume,coats,76.89,navy,K,2.0,3.0,,,5.0,78.0,,,4.0,5.0,,W,,US,MID,S,,
b142,baby,thermals,knitwear,14.42,white,K,2.0,,,,2.0,4.0,,,1.0,2.0,87.0,,,VN,MID,XL,,
b76,womenswear,costume,coats,18.2,light grey,W,2.0,,10.0,18.0,,4.0,37.0,,21.0,5.0,,W,,US,SUM,XXL,,
b95,womenswear,suit,gloves,9.3,navy,W,,70.0,7.0,2.0,,,7.0,,,5.0,7.0,W,,HK,MID,XXL,,
b17,menswear,clothing,snow-suit,100.51,maroon,K,19.0,,,,15.0,,61.0,,2.0,,1.0,M,,CN,WIN,XXL,,4.269
b95,womenswear,headgear,cap,2.37,light grey,K,,50.0,11.0,,15.0,12.0,,,10.0,,,W,,CN,,XL,,0.09699999999999999
